id,month,day,hour,weekday,fatalities_30d,serious_injuries_30d,minor_injuries_30d,latitude,longitude,municipality
10917,Apr,30,13,Sunday,0,0,1,38.710417,-9.131446,Lisboa
10965,May,1,0,Monday,0,0,1,38.707072,-9.142061,Lisboa
10968,May,1,2,Monday,0,0,1,38.733415,-9.168944,Lisboa
11012,May,1,15,Monday,0,0,1,38.790434,-9.150663,Lisboa
11043,May,1,21,Monday,0,0,1,38.700892,-9.20684,Lisboa
11052,May,2,7,Tuesday,0,0,2,38.763092,-9.109386,Lisboa
11058,May,2,7,Tuesday,0,0,1,38.708245,-9.178061,Lisboa
11075,May,2,10,Tuesday,0,0,1,38.718296,-9.16561,Lisboa
11087,May,2,13,Tuesday,0,0,2,38.736673,-9.158973,Lisboa
11097,May,2,14,Tuesday,0,0,1,38.706394,-9.14495,Lisboa
11122,May,2,17,Tuesday,0,0,1,38.715074,-9.146048,Lisboa
11136,May,2,18,Tuesday,0,0,2,38.764312,-9.153445,Lisboa
11175,May,3,10,Wednesday,0,0,1,38.757306,-9.165097,Lisboa
11178,May,3,11,Wednesday,0,0,1,38.769461,-9.109628,Lisboa
11229,May,3,18,Wednesday,0,0,1,38.745301,-9.116417,Lisboa
11243,May,3,20,Wednesday,0,0,1,38.755946,-9.154529,Lisboa
11248,May,3,22,Wednesday,0,0,2,38.705107,-9.185822,Lisboa
11269,May,4,9,Thursday,0,0,1,38.728182,-9.136261,Lisboa
11276,May,4,10,Thursday,0,0,2,38.777576,-9.147355,Lisboa
11298,May,4,14,Thursday,0,0,1,38.748479,-9.167005,Lisboa
11303,May,4,14,Thursday,0,0,2,38.741163,-9.159279,Lisboa
11319,May,4,17,Thursday,0,0,2,38.72192,-9.201849,Lisboa
11322,May,4,17,Thursday,0,1,0,38.762263,-9.162033,Lisboa
11344,May,4,20,Thursday,0,0,1,38.730156,-9.140544,Lisboa
11359,May,5,6,Friday,0,0,1,38.756723,-9.127156,Lisboa
11404,May,5,13,Friday,0,0,1,38.756018,-9.176898,Lisboa
11406,May,5,13,Friday,0,0,1,38.763993,-9.190333,Lisboa
11411,May,5,14,Friday,0,0,1,38.750118,-9.162761,Lisboa
11416,May,5,15,Friday,0,0,1,38.762602,-9.144861,Lisboa
11424,May,5,16,Friday,0,0,1,38.720521,-9.153811,Lisboa
11428,May,5,16,Friday,0,0,1,38.751558,-9.169315,Lisboa
11433,May,5,17,Friday,0,0,1,38.763046,-9.147041,Lisboa
11445,May,5,18,Friday,0,0,2,38.731409,-9.146289,Lisboa
11448,May,5,18,Friday,0,0,1,38.752939,-9.196881,Lisboa
11455,May,5,18,Friday,0,0,1,38.729678,-9.133865,Lisboa
11487,May,6,4,Saturday,0,0,1,38.70645,-9.15532,Lisboa
11490,May,6,6,Saturday,0,0,1,38.706046,-9.150865,Lisboa
11522,May,6,13,Saturday,0,0,2,38.730347,-9.161433,Lisboa
11524,May,6,13,Saturday,0,0,1,38.723508,-9.159648,Lisboa
11540,May,6,16,Saturday,0,0,1,38.693641,-9.209802,Lisboa
11541,May,6,16,Saturday,0,0,1,38.703062,-9.174948,Lisboa
11548,May,6,18,Saturday,0,0,1,38.780747,-9.162972,Lisboa
11549,May,6,18,Saturday,0,0,1,38.755823,-9.187392,Lisboa
11698,May,8,8,Monday,0,0,1,38.785647,-9.147995,Lisboa
11705,May,8,8,Monday,0,0,1,38.722519,-9.135317,Lisboa
11710,May,8,10,Monday,0,0,1,38.747527,-9.099198,Lisboa
11718,May,8,11,Monday,0,0,1,38.712509,-9.129504,Lisboa
11736,May,8,14,Monday,0,0,1,38.72415,-9.132398,Lisboa
11754,May,8,16,Monday,0,0,1,38.745197,-9.174946,Lisboa
11783,May,8,19,Monday,0,0,1,38.751163,-9.159001,Lisboa
11785,May,8,19,Monday,0,0,1,38.738701,-9.171535,Lisboa
11793,May,8,21,Monday,0,0,1,38.756443,-9.203592,Lisboa
11797,May,9,0,Tuesday,0,0,1,38.730629,-9.131817,Lisboa
11819,May,9,8,Tuesday,0,0,1,38.793439,-9.099775,Lisboa
11825,May,9,9,Tuesday,0,0,2,38.776582,-9.164505,Lisboa
11832,May,9,10,Tuesday,0,0,1,38.721171,-9.126731,Lisboa
11843,May,9,11,Tuesday,0,0,1,38.719582,-9.129738,Lisboa
11862,May,9,16,Tuesday,0,0,1,38.731884,-9.128033,Lisboa
11889,May,9,19,Tuesday,0,0,1,38.711721,-9.143041,Lisboa
11898,May,9,20,Tuesday,0,0,2,38.726771,-9.136612,Lisboa
11912,May,10,7,Wednesday,0,0,1,38.720765,-9.161017,Lisboa
11914,May,10,8,Wednesday,0,0,1,38.768166,-9.099797,Lisboa
11931,May,10,10,Wednesday,0,0,1,38.729684,-9.140487,Lisboa
11934,May,10,11,Wednesday,0,0,1,38.721961,-9.147002,Lisboa
11947,May,10,13,Wednesday,0,0,1,38.735322,-9.157951,Lisboa
11953,May,10,14,Wednesday,0,0,1,38.724343,-9.128525,Lisboa
11954,May,10,14,Wednesday,0,0,1,38.755421,-9.199163,Lisboa
11966,May,10,16,Wednesday,0,0,1,38.718703,-9.164029,Lisboa
11973,May,10,16,Wednesday,0,0,1,38.729629,-9.147362,Lisboa
11979,May,10,17,Wednesday,0,0,1,38.745711,-9.192813,Lisboa
12002,May,10,19,Wednesday,0,0,1,38.793081,-9.155444,Lisboa
12037,May,11,8,Thursday,0,0,1,38.767953,-9.107703,Lisboa
12086,May,11,16,Thursday,0,0,1,38.74722,-9.20039,Lisboa
12087,May,11,16,Thursday,0,0,1,38.761212,-9.148216,Lisboa
12100,May,11,17,Thursday,0,0,1,38.710984,-9.192911,Lisboa
12112,May,11,18,Thursday,0,0,1,38.710135,-9.210987,Lisboa
12116,May,11,19,Thursday,0,0,1,38.749951,-9.170862,Lisboa
12128,May,11,20,Thursday,1,1,1,38.744866,-9.199467,Lisboa
12141,May,12,7,Friday,0,0,1,38.739829,-9.202409,Lisboa
12147,May,12,8,Friday,0,0,1,38.744031,-9.185191,Lisboa
12167,May,12,12,Friday,0,0,1,38.735057,-9.169394,Lisboa
12168,May,12,12,Friday,0,0,1,38.715768,-9.159136,Lisboa
12196,May,12,16,Friday,0,0,1,38.757414,-9.164103,Lisboa
12207,May,12,18,Friday,0,0,1,38.769527,-9.10953,Lisboa
12218,May,12,19,Friday,0,0,3,38.733942,-9.149743,Lisboa
12237,May,12,23,Friday,0,0,1,38.720182,-9.165731,Lisboa
12238,May,12,23,Friday,0,0,1,38.767386,-9.099968,Lisboa
12246,May,13,1,Saturday,0,0,1,38.707596,-9.147743,Lisboa
12250,May,13,4,Saturday,0,0,1,38.763034,-9.142256,Lisboa
12251,May,13,4,Saturday,0,0,2,38.744099,-9.142725,Lisboa
12280,May,13,12,Saturday,0,0,1,38.76759,-9.114224,Lisboa
12292,May,13,14,Saturday,0,0,1,38.762869,-9.174658,Lisboa
12296,May,13,14,Saturday,0,0,1,38.723142,-9.163603,Lisboa
12304,May,13,16,Saturday,0,0,1,38.720202,-9.164085,Lisboa
12318,May,13,17,Saturday,0,0,1,38.747062,-9.156792,Lisboa
12322,May,13,18,Saturday,0,0,1,38.725034,-9.152374,Lisboa
12358,May,14,2,Sunday,0,1,0,38.708602,-9.143271,Lisboa
12412,May,14,16,Sunday,0,0,1,38.718428,-9.164816,Lisboa
12423,May,14,18,Sunday,0,0,1,38.713272,-9.136445,Lisboa
12443,May,14,20,Sunday,0,0,1,38.706974,-9.172987,Lisboa
12467,May,15,8,Monday,0,0,1,38.737075,-9.170765,Lisboa
12482,May,15,10,Monday,0,0,1,38.762136,-9.146631,Lisboa
12497,May,15,12,Monday,0,0,2,38.72638,-9.145302,Lisboa
12501,May,15,12,Monday,0,0,1,38.751636,-9.124114,Lisboa
12537,May,15,18,Monday,0,0,1,38.766424,-9.126149,Lisboa
12584,May,16,9,Tuesday,0,0,1,38.714243,-9.20109,Lisboa
12617,May,16,16,Tuesday,0,0,1,38.696139,-9.197093,Lisboa
12623,May,16,18,Tuesday,0,0,1,38.734485,-9.121046,Lisboa
12627,May,16,19,Tuesday,0,1,0,38.742642,-9.099634,Lisboa
12629,May,16,19,Tuesday,0,0,1,38.743653,-9.175828,Lisboa
12639,May,16,22,Tuesday,0,0,1,38.713867,-9.161512,Lisboa
12645,May,16,23,Tuesday,0,0,2,38.715149,-9.160846,Lisboa
12672,May,17,10,Wednesday,0,0,1,38.758642,-9.138631,Lisboa
12687,May,17,13,Wednesday,0,0,1,38.725121,-9.15161,Lisboa
12706,May,17,16,Wednesday,0,0,1,38.762146,-9.172839,Lisboa
12728,May,17,18,Wednesday,0,0,1,38.72267,-9.169384,Lisboa
12739,May,17,23,Wednesday,0,0,1,38.774833,-9.101955,Lisboa
12779,May,18,12,Thursday,0,0,2,38.7654,-9.176971,Lisboa
12790,May,18,14,Thursday,0,0,2,38.730227,-9.155179,Lisboa
12810,May,18,17,Thursday,0,0,1,38.72172,-9.139181,Lisboa
12825,May,18,20,Thursday,0,0,1,38.754616,-9.138695,Lisboa
12833,May,18,23,Thursday,0,0,1,38.768925,-9.120456,Lisboa
12844,May,19,7,Friday,0,0,1,38.717398,-9.176392,Lisboa
12854,May,19,8,Friday,0,0,1,38.717543,-9.121831,Lisboa
12855,May,19,8,Friday,0,0,1,38.72406,-9.179678,Lisboa
12857,May,19,9,Friday,0,0,1,38.739489,-9.131286,Lisboa
12871,May,19,11,Friday,0,0,1,38.749791,-9.137524,Lisboa
12873,May,19,12,Friday,0,0,1,38.76691,-9.16259,Lisboa
12876,May,19,12,Friday,0,0,1,38.693765,-9.219398,Lisboa
12886,May,19,14,Friday,0,0,1,38.718385,-9.143962,Lisboa
12894,May,19,15,Friday,0,0,1,38.752736,-9.188481,Lisboa
12932,May,19,19,Friday,0,0,1,38.740835,-9.177201,Lisboa
12936,May,19,20,Friday,0,0,1,38.751318,-9.142247,Lisboa
12939,May,19,21,Friday,0,0,1,38.726477,-9.14552,Lisboa
12948,May,19,22,Friday,0,0,2,38.706937,-9.155322,Lisboa
12953,May,20,2,Saturday,0,0,1,38.760681,-9.096273,Lisboa
12959,May,20,6,Saturday,0,0,1,38.725193,-9.15268,Lisboa
12962,May,20,7,Saturday,0,0,1,38.750107,-9.165257,Lisboa
12963,May,20,7,Saturday,0,0,1,38.750099,-9.165131,Lisboa
13015,May,20,16,Saturday,0,0,1,38.755608,-9.190714,Lisboa
13022,May,20,16,Saturday,0,0,1,38.719595,-9.155888,Lisboa
13051,May,20,20,Saturday,0,0,1,38.754637,-9.110988,Lisboa
13052,May,20,21,Saturday,0,0,2,38.740586,-9.201902,Lisboa
13100,May,21,12,Sunday,0,0,1,38.74945,-9.14818,Lisboa
13111,May,21,15,Sunday,0,0,1,38.720041,-9.169685,Lisboa
13141,May,21,22,Sunday,0,0,2,38.727092,-9.146388,Lisboa
13142,May,21,22,Sunday,0,0,1,38.769361,-9.094161,Lisboa
13144,May,21,22,Sunday,0,0,1,38.756128,-9.181138,Lisboa
13146,May,21,22,Sunday,0,0,1,38.744976,-9.168547,Lisboa
13155,May,22,7,Monday,0,0,1,38.712003,-9.177679,Lisboa
13158,May,22,7,Monday,0,0,1,38.757515,-9.163967,Lisboa
13160,May,22,8,Monday,0,0,1,38.730728,-9.150719,Lisboa
13163,May,22,8,Monday,0,0,1,38.746032,-9.155664,Lisboa
13173,May,22,10,Monday,0,0,1,38.714849,-9.211777,Lisboa
13190,May,22,13,Monday,0,0,1,38.773774,-9.105886,Lisboa
13197,May,22,14,Monday,0,0,1,38.736357,-9.170557,Lisboa
13252,May,23,8,Tuesday,0,0,1,38.775182,-9.160649,Lisboa
13257,May,23,9,Tuesday,0,0,1,38.727713,-9.142514,Lisboa
13278,May,23,14,Tuesday,0,0,2,38.721118,-9.119504,Lisboa
13287,May,23,15,Tuesday,0,0,1,38.710795,-9.173955,Lisboa
13323,May,23,19,Tuesday,0,0,1,38.725056,-9.185835,Lisboa
13327,May,23,19,Tuesday,0,0,1,38.733316,-9.141208,Lisboa
13339,May,23,22,Tuesday,0,0,2,38.761734,-9.123036,Lisboa
13351,May,24,6,Wednesday,0,0,1,38.704181,-9.174597,Lisboa
13358,May,24,8,Wednesday,0,0,2,38.748265,-9.181317,Lisboa
13398,May,24,14,Wednesday,0,0,1,38.739552,-9.144517,Lisboa
13400,May,24,14,Wednesday,0,0,1,38.698572,-9.187245,Lisboa
13429,May,24,19,Wednesday,0,0,1,38.759355,-9.155916,Lisboa
13446,May,24,23,Wednesday,0,0,1,38.726465,-9.154768,Lisboa
13449,May,25,2,Thursday,0,0,1,38.703878,-9.169836,Lisboa
13470,May,25,9,Thursday,0,0,1,38.72392,-9.196243,Lisboa
13506,May,25,14,Thursday,0,0,1,38.737676,-9.126291,Lisboa
13517,May,25,16,Thursday,0,0,1,38.747884,-9.112525,Lisboa
13518,May,25,16,Thursday,0,0,1,38.755741,-9.18531,Lisboa
13525,May,25,17,Thursday,0,0,1,38.727572,-9.136827,Lisboa
13527,May,25,18,Thursday,0,0,1,38.710335,-9.150608,Lisboa
13543,May,25,19,Thursday,0,0,1,38.733005,-9.131628,Lisboa
13546,May,25,19,Thursday,0,0,1,38.759614,-9.154961,Lisboa
13565,May,25,22,Thursday,0,0,1,38.7193,-9.165661,Lisboa
13597,May,26,11,Friday,0,0,1,38.741681,-9.202927,Lisboa
13626,May,26,15,Friday,0,0,1,38.773917,-9.105827,Lisboa
13655,May,26,18,Friday,0,0,1,38.734076,-9.207214,Lisboa
13663,May,26,19,Friday,0,0,1,38.72925,-9.143636,Lisboa
13677,May,27,0,Saturday,0,0,1,38.757693,-9.179127,Lisboa
13685,May,27,2,Saturday,0,0,1,38.711018,-9.150015,Lisboa
13700,May,27,9,Saturday,0,0,1,38.703844,-9.179455,Lisboa
13709,May,27,11,Saturday,0,0,2,38.698469,-9.188007,Lisboa
13737,May,27,16,Saturday,0,0,1,38.750907,-9.202172,Lisboa
13738,May,27,16,Saturday,0,0,1,38.758669,-9.180447,Lisboa
13752,May,27,18,Saturday,0,0,1,38.731634,-9.105102,Lisboa
13770,May,27,22,Saturday,0,0,3,38.749571,-9.167782,Lisboa
13836,May,28,19,Sunday,0,0,1,38.704069,-9.216884,Lisboa
13837,May,28,19,Sunday,0,0,1,38.723058,-9.177839,Lisboa
13853,May,29,4,Monday,0,0,1,38.759154,-9.158875,Lisboa
13863,May,29,10,Monday,0,0,1,38.7234,-9.148241,Lisboa
13888,May,29,14,Monday,0,0,1,38.767222,-9.125695,Lisboa
13907,May,29,18,Monday,0,0,1,38.742575,-9.20486,Lisboa
13914,May,29,19,Monday,0,0,1,38.708648,-9.147136,Lisboa
13952,May,30,10,Tuesday,0,0,1,38.717661,-9.147448,Lisboa
13979,May,30,15,Tuesday,0,0,2,38.744295,-9.195885,Lisboa
13994,May,30,17,Tuesday,0,0,1,38.731369,-9.134551,Lisboa
14006,May,30,19,Tuesday,0,0,1,38.740253,-9.138357,Lisboa
14010,May,30,19,Tuesday,0,0,1,38.741277,-9.14678,Lisboa
14021,May,30,21,Tuesday,0,0,1,38.722674,-9.135289,Lisboa
14022,May,30,21,Tuesday,0,0,1,38.76327,-9.197272,Lisboa
14023,May,30,21,Tuesday,0,0,1,38.749082,-9.21031,Lisboa
14027,May,31,0,Wednesday,0,1,0,38.768911,-9.116142,Lisboa
14085,May,31,15,Wednesday,0,0,1,38.73667,-9.171084,Lisboa
14088,May,31,15,Wednesday,0,0,1,38.71375,-9.197482,Lisboa
14130,Jun,1,8,Thursday,0,0,3,38.700697,-9.179483,Lisboa
14139,Jun,1,10,Thursday,0,0,1,38.743855,-9.195998,Lisboa
14170,Jun,1,15,Thursday,0,0,1,38.751566,-9.141544,Lisboa
14174,Jun,1,15,Thursday,0,0,1,38.759648,-9.12046,Lisboa
14179,Jun,1,15,Thursday,0,0,1,38.744004,-9.177459,Lisboa
14188,Jun,1,16,Thursday,0,0,1,38.718355,-9.144196,Lisboa
14189,Jun,1,16,Thursday,0,0,1,38.744916,-9.197845,Lisboa
14201,Jun,1,17,Thursday,0,0,1,38.757725,-9.193474,Lisboa
14225,Jun,1,20,Thursday,0,0,2,38.756025,-9.173859,Lisboa
14228,Jun,1,21,Thursday,0,0,2,38.717841,-9.143922,Lisboa
14237,Jun,2,3,Friday,0,0,1,38.732462,-9.145687,Lisboa
14238,Jun,2,4,Friday,0,0,2,38.765007,-9.127791,Lisboa
14263,Jun,2,9,Friday,0,0,1,38.768881,-9.127798,Lisboa
14295,Jun,2,14,Friday,0,0,2,38.709896,-9.208594,Lisboa
14308,Jun,2,16,Friday,0,0,2,38.702329,-9.21708,Lisboa
14310,Jun,2,16,Friday,0,0,1,38.740648,-9.201241,Lisboa
14338,Jun,2,19,Friday,0,0,1,38.756552,-9.191727,Lisboa
14353,Jun,2,23,Friday,0,0,3,38.736648,-9.170607,Lisboa
14355,Jun,3,0,Saturday,0,0,2,38.706329,-9.147225,Lisboa
14369,Jun,3,9,Saturday,0,0,1,38.700085,-9.179455,Lisboa
14461,Jun,3,23,Saturday,0,0,1,38.732812,-9.113223,Lisboa
14465,Jun,4,1,Sunday,0,0,1,38.708184,-9.17792,Lisboa
14482,Jun,4,11,Sunday,0,0,2,38.734241,-9.153849,Lisboa
14497,Jun,4,12,Sunday,0,0,1,38.719848,-9.129681,Lisboa
14513,Jun,4,15,Sunday,0,0,1,38.732693,-9.125549,Lisboa
14519,Jun,4,16,Sunday,0,0,1,38.706812,-9.13704,Lisboa
14539,Jun,4,20,Sunday,0,0,1,38.739056,-9.14808,Lisboa
14576,Jun,5,10,Monday,0,0,1,38.726109,-9.11215,Lisboa
14602,Jun,5,15,Monday,0,0,1,38.748881,-9.143803,Lisboa
14630,Jun,5,18,Monday,0,0,1,38.762355,-9.177911,Lisboa
14637,Jun,5,19,Monday,0,0,1,38.734492,-9.134057,Lisboa
14651,Jun,5,22,Monday,0,0,2,38.717284,-9.166397,Lisboa
14655,Jun,6,2,Tuesday,0,0,1,38.748266,-9.11557,Lisboa
14669,Jun,6,8,Tuesday,0,0,1,38.744992,-9.1518,Lisboa
14684,Jun,6,11,Tuesday,0,0,1,38.74631,-9.131564,Lisboa
14690,Jun,6,13,Tuesday,0,0,1,38.764326,-9.177123,Lisboa
14691,Jun,6,13,Tuesday,0,0,1,38.719707,-9.18493,Lisboa
14692,Jun,6,13,Tuesday,0,0,1,38.706599,-9.155134,Lisboa
14730,Jun,6,18,Tuesday,0,0,1,38.693618,-9.209799,Lisboa
14757,Jun,7,8,Wednesday,0,0,1,38.720163,-9.145617,Lisboa
14759,Jun,7,8,Wednesday,0,0,1,38.749134,-9.137256,Lisboa
14774,Jun,7,11,Wednesday,0,0,1,38.724185,-9.150636,Lisboa
14780,Jun,7,12,Wednesday,0,0,1,38.70511,-9.185793,Lisboa
14785,Jun,7,13,Wednesday,0,0,1,38.723299,-9.148396,Lisboa
14790,Jun,7,13,Wednesday,0,0,1,38.762782,-9.129881,Lisboa
14805,Jun,7,16,Wednesday,0,0,4,38.739102,-9.201928,Lisboa
14809,Jun,7,16,Wednesday,0,1,0,38.721988,-9.150863,Lisboa
14837,Jun,7,23,Wednesday,0,0,1,38.732573,-9.10979,Lisboa
14839,Jun,8,0,Thursday,0,0,1,38.706371,-9.155737,Lisboa
14845,Jun,8,2,Thursday,0,0,1,38.730578,-9.127317,Lisboa
14846,Jun,8,3,Thursday,0,0,1,38.72114,-9.209158,Lisboa
14850,Jun,8,7,Thursday,0,0,1,38.740719,-9.201029,Lisboa
14857,Jun,8,8,Thursday,0,0,1,38.744248,-9.165078,Lisboa
14879,Jun,8,13,Thursday,0,0,1,38.751744,-9.148169,Lisboa
14888,Jun,8,14,Thursday,0,0,1,38.737855,-9.126181,Lisboa
14896,Jun,8,15,Thursday,0,0,1,38.709149,-9.143661,Lisboa
14941,Jun,9,1,Friday,0,0,1,38.715777,-9.145936,Lisboa
14966,Jun,9,9,Friday,0,0,1,38.726286,-9.134451,Lisboa
14992,Jun,9,12,Friday,0,0,1,38.757238,-9.137,Lisboa
15016,Jun,9,15,Friday,0,0,1,38.714642,-9.177431,Lisboa
15031,Jun,9,17,Friday,0,0,1,38.723974,-9.121738,Lisboa
15037,Jun,9,18,Friday,0,0,1,38.7193,-9.129806,Lisboa
15038,Jun,9,18,Friday,0,0,2,38.7744,-9.150406,Lisboa
15048,Jun,9,21,Friday,0,0,1,38.774088,-9.107303,Lisboa
15065,Jun,10,4,Saturday,0,0,1,38.758038,-9.161102,Lisboa
15070,Jun,10,9,Saturday,0,0,1,38.737069,-9.145602,Lisboa
15093,Jun,10,13,Saturday,0,0,1,38.769592,-9.124048,Lisboa
15099,Jun,10,15,Saturday,0,0,1,38.717579,-9.150842,Lisboa
15120,Jun,10,19,Saturday,0,0,1,38.722188,-9.196663,Lisboa
15127,Jun,10,20,Saturday,0,0,1,38.710408,-9.143842,Lisboa
15128,Jun,10,20,Saturday,0,0,1,38.720185,-9.164881,Lisboa
15144,Jun,11,1,Sunday,0,0,1,38.741181,-9.148147,Lisboa
15219,Jun,11,22,Sunday,0,0,1,38.706206,-9.171671,Lisboa
15225,Jun,12,0,Monday,0,0,1,38.762793,-9.163779,Lisboa
15228,Jun,12,7,Monday,0,0,1,38.755486,-9.184901,Lisboa
15290,Jun,12,19,Monday,0,0,1,38.73429,-9.153893,Lisboa
15299,Jun,12,22,Monday,0,0,1,38.714966,-9.12215,Lisboa
15328,Jun,13,10,Tuesday,0,0,1,38.726673,-9.130211,Lisboa
15337,Jun,13,11,Tuesday,1,0,0,38.726128,-9.166457,Lisboa
15361,Jun,13,16,Tuesday,0,0,2,38.759431,-9.156216,Lisboa
15379,Jun,13,18,Tuesday,0,0,1,38.720362,-9.145723,Lisboa
15411,Jun,14,8,Wednesday,0,0,1,38.738136,-9.150006,Lisboa
15427,Jun,14,11,Wednesday,0,0,1,38.745056,-9.187224,Lisboa
15436,Jun,14,12,Wednesday,0,0,1,38.755541,-9.171636,Lisboa
15439,Jun,14,13,Wednesday,0,0,1,38.745165,-9.14778,Lisboa
15479,Jun,14,18,Wednesday,0,0,1,38.754604,-9.171888,Lisboa
15491,Jun,14,21,Wednesday,0,0,1,38.74983,-9.180509,Lisboa
15498,Jun,15,1,Thursday,0,0,2,38.791483,-9.099765,Lisboa
15515,Jun,15,9,Thursday,0,0,1,38.757482,-9.177993,Lisboa
15529,Jun,15,12,Thursday,0,0,3,38.773407,-9.097336,Lisboa
15549,Jun,15,15,Thursday,0,0,1,38.731387,-9.136932,Lisboa
15560,Jun,15,16,Thursday,0,0,1,38.74256,-9.133503,Lisboa
15587,Jun,15,19,Thursday,0,0,1,38.746357,-9.165639,Lisboa
15599,Jun,16,0,Friday,0,0,1,38.726774,-9.144801,Lisboa
15606,Jun,16,7,Friday,0,0,1,38.768413,-9.100734,Lisboa
15614,Jun,16,9,Friday,0,0,1,38.745003,-9.17428,Lisboa
15671,Jun,16,15,Friday,0,0,1,38.738827,-9.160934,Lisboa
15680,Jun,16,16,Friday,0,0,1,38.773685,-9.161762,Lisboa
15689,Jun,16,18,Friday,0,0,1,38.745791,-9.149733,Lisboa
15701,Jun,16,19,Friday,0,0,1,38.735886,-9.149085,Lisboa
15703,Jun,16,19,Friday,0,0,1,38.714786,-9.151744,Lisboa
15739,Jun,17,8,Saturday,0,0,1,38.767495,-9.097666,Lisboa
15745,Jun,17,9,Saturday,0,0,1,38.775533,-9.163779,Lisboa
15830,Jun,17,20,Saturday,0,0,1,38.738092,-9.123177,Lisboa
15841,Jun,17,22,Saturday,0,0,1,38.718597,-9.129922,Lisboa
15846,Jun,18,1,Sunday,0,0,1,38.760809,-9.151619,Lisboa
15868,Jun,18,11,Sunday,0,0,1,38.715778,-9.148193,Lisboa
15887,Jun,18,16,Sunday,0,0,1,38.779165,-9.16446,Lisboa
15895,Jun,18,18,Sunday,0,0,3,38.778529,-9.097441,Lisboa
15930,Jun,19,8,Monday,0,0,1,38.739532,-9.169939,Lisboa
15939,Jun,19,8,Monday,0,0,1,38.73842,-9.158571,Lisboa
15990,Jun,19,15,Monday,0,0,1,38.756875,-9.098535,Lisboa
16059,Jun,20,9,Tuesday,0,0,1,38.731611,-9.14064,Lisboa
16063,Jun,20,10,Tuesday,0,0,1,38.724249,-9.132496,Lisboa
16094,Jun,20,14,Tuesday,0,0,1,38.721437,-9.163717,Lisboa
16098,Jun,20,15,Tuesday,0,0,2,38.766779,-9.126011,Lisboa
16140,Jun,20,20,Tuesday,0,0,1,38.766908,-9.162932,Lisboa
16158,Jun,21,9,Wednesday,0,0,1,38.706371,-9.175377,Lisboa
16181,Jun,21,12,Wednesday,0,0,1,38.71707,-9.149181,Lisboa
16192,Jun,21,14,Wednesday,0,0,1,38.711864,-9.169074,Lisboa
16209,Jun,21,17,Wednesday,0,0,1,38.723215,-9.187295,Lisboa
16233,Jun,21,21,Wednesday,0,0,1,38.711472,-9.153699,Lisboa
16236,Jun,21,22,Wednesday,0,0,1,38.74218,-9.158609,Lisboa
16244,Jun,22,4,Thursday,0,0,1,38.770724,-9.168633,Lisboa
16256,Jun,22,9,Thursday,0,0,3,38.722153,-9.170805,Lisboa
16257,Jun,22,9,Thursday,0,0,1,38.728129,-9.148399,Lisboa
16269,Jun,22,11,Thursday,0,0,5,38.74954,-9.181812,Lisboa
16288,Jun,22,14,Thursday,0,0,1,38.723112,-9.166939,Lisboa
16299,Jun,22,16,Thursday,0,0,1,38.743219,-9.165719,Lisboa
16322,Jun,22,18,Thursday,0,0,2,38.74588,-9.131217,Lisboa
16323,Jun,22,18,Thursday,0,0,1,38.73827,-9.138327,Lisboa
16344,Jun,22,22,Thursday,0,0,3,38.747068,-9.156703,Lisboa
16363,Jun,23,8,Friday,0,0,1,38.703199,-9.202417,Lisboa
16424,Jun,23,16,Friday,0,0,1,38.760501,-9.169988,Lisboa
16433,Jun,23,17,Friday,0,0,2,38.704278,-9.22544,Lisboa
16451,Jun,23,19,Friday,0,0,1,38.706009,-9.180679,Lisboa
16479,Jun,23,22,Friday,0,0,1,38.767789,-9.097759,Lisboa
16481,Jun,23,22,Friday,0,0,2,38.722983,-9.177744,Lisboa
16482,Jun,23,23,Friday,0,0,2,38.720094,-9.117352,Lisboa
16490,Jun,24,1,Saturday,0,0,1,38.741733,-9.198934,Lisboa
16499,Jun,24,7,Saturday,0,0,1,38.748438,-9.148035,Lisboa
16502,Jun,24,8,Saturday,0,0,1,38.727842,-9.12516,Lisboa
16512,Jun,24,10,Saturday,0,0,2,38.769587,-9.124002,Lisboa
16522,Jun,24,12,Saturday,0,0,1,38.740681,-9.122474,Lisboa
16526,Jun,24,12,Saturday,0,0,1,38.706421,-9.210768,Lisboa
16608,Jun,25,2,Sunday,0,0,2,38.72121,-9.17691,Lisboa
16660,Jun,25,15,Sunday,0,0,1,38.739594,-9.131107,Lisboa
16666,Jun,25,16,Sunday,0,0,2,38.706524,-9.16755,Lisboa
16699,Jun,25,21,Sunday,0,0,1,38.721077,-9.146379,Lisboa
16702,Jun,25,22,Sunday,0,0,1,38.760955,-9.129708,Lisboa
16760,Jun,26,13,Monday,0,0,1,38.751098,-9.142854,Lisboa
16784,Jun,26,16,Monday,0,0,1,38.712277,-9.140898,Lisboa
16797,Jun,26,18,Monday,0,0,1,38.728922,-9.107191,Lisboa
16798,Jun,26,18,Monday,0,0,1,38.725602,-9.162685,Lisboa
16820,Jun,26,20,Monday,0,0,1,38.727301,-9.158828,Lisboa
16827,Jun,26,23,Monday,0,0,1,38.723045,-9.186874,Lisboa
16829,Jun,27,0,Tuesday,0,0,3,38.726252,-9.147435,Lisboa
16860,Jun,27,11,Tuesday,0,0,1,38.768316,-9.129238,Lisboa
16866,Jun,27,12,Tuesday,0,0,1,38.748141,-9.191287,Lisboa
